24005400100	NearBy	24005400200
24005400200	NearBy	24005400100
24005400100	NearBy	24005400400
24005400400	NearBy	24005400100
24005400100	NearBy	24005400600
24005400600	NearBy	24005400100
24005400100	NearBy	24005400800
24005400800	NearBy	24005400100
24005400100	NearBy	24005401000
24005401000	NearBy	24005400100
24005400100	NearBy	24005430400
24005430400	NearBy	24005400100
24005400100	NearBy	24005430800
24005430800	NearBy	24005400100
24005400100	NearBy	24005430900
24005430900	NearBy	24005400100
24005400100	NearBy	24005492500
24005492500	NearBy	24005400100
24005400100	NearBy	24510250101
24510250101	NearBy	24005400100
24005400100	NearBy	24510250102
24510250102	NearBy	24005400100
24005400100	NearBy	24510250103
24510250103	NearBy	24005400100
24005400100	NearBy	24510280403
24510280403	NearBy	24005400100
24005400200	NearBy	24005400400
24005400400	NearBy	24005400200
24005400200	NearBy	24005400600
24005400600	NearBy	24005400200
24005400200	NearBy	24005400701
24005400701	NearBy	24005400200
24005400200	NearBy	24005400702
24005400702	NearBy	24005400200
24005400200	NearBy	24005400800
24005400800	NearBy	24005400200
24005400200	NearBy	24005401000
24005401000	NearBy	24005400200
24005400200	NearBy	24005430900
24005430900	NearBy	24005400200
24005400200	NearBy	24005492500
24005492500	NearBy	24005400200
24005400200	NearBy	24510250101
24510250101	NearBy	24005400200
24005400200	NearBy	24510250102
24510250102	NearBy	24005400200
24005400200	NearBy	24510250103
24510250103	NearBy	24005400200
24005400200	NearBy	24510280403
24510280403	NearBy	24005400200
24005400400	NearBy	24005400600
24005400600	NearBy	24005400400
24005400400	NearBy	24005400701
24005400701	NearBy	24005400400
24005400400	NearBy	24005400800
24005400800	NearBy	24005400400
24005400400	NearBy	24005400900
24005400900	NearBy	24005400400
24005400400	NearBy	24005401000
24005401000	NearBy	24005400400
24005400400	NearBy	24005401400
24005401400	NearBy	24005400400
24005400400	NearBy	24005430600
24005430600	NearBy	24005400400
24005400400	NearBy	24005430700
24005430700	NearBy	24005400400
24005400400	NearBy	24005430800
24005430800	NearBy	24005400400
24005400400	NearBy	24005430900
24005430900	NearBy	24005400400
24005400400	NearBy	24005492500
24005492500	NearBy	24005400400
24005400600	NearBy	24005400701
24005400701	NearBy	24005400600
24005400600	NearBy	24005400702
24005400702	NearBy	24005400600
24005400600	NearBy	24005400800
24005400800	NearBy	24005400600
24005400600	NearBy	24005401000
24005401000	NearBy	24005400600
24005400600	NearBy	24005401101
24005401101	NearBy	24005400600
24005400600	NearBy	24005401301
24005401301	NearBy	24005400600
24005400600	NearBy	24005401302
24005401302	NearBy	24005400600
24005400600	NearBy	24005492500
24005492500	NearBy	24005400600
24005400600	NearBy	24510250101
24510250101	NearBy	24005400600
24005400600	NearBy	24510280401
24510280401	NearBy	24005400600
24005400600	NearBy	24510280403
24510280403	NearBy	24005400600
24005400701	NearBy	24005400702
24005400702	NearBy	24005400701
24005400701	NearBy	24005400800
24005400800	NearBy	24005400701
24005400701	NearBy	24005400900
24005400900	NearBy	24005400701
24005400701	NearBy	24005401000
24005401000	NearBy	24005400701
24005400701	NearBy	24005401101
24005401101	NearBy	24005400701
24005400701	NearBy	24005401301
24005401301	NearBy	24005400701
24005400701	NearBy	24005401302
24005401302	NearBy	24005400701
24005400701	NearBy	24005401505
24005401505	NearBy	24005400701
24005400701	NearBy	24510250101
24510250101	NearBy	24005400701
24005400701	NearBy	24510280401
24510280401	NearBy	24005400701
24005400701	NearBy	24510280403
24510280403	NearBy	24005400701
24005400702	NearBy	24005400800
24005400800	NearBy	24005400702
24005400702	NearBy	24005401101
24005401101	NearBy	24005400702
24005400702	NearBy	24005401301
24005401301	NearBy	24005400702
24005400702	NearBy	24005401302
24005401302	NearBy	24005400702
24005400702	NearBy	24510250101
24510250101	NearBy	24005400702
24005400702	NearBy	24510280301
24510280301	NearBy	24005400702
24005400702	NearBy	24510280401
24510280401	NearBy	24005400702
24005400702	NearBy	24510280403
24510280403	NearBy	24005400702
24005400800	NearBy	24005400900
24005400900	NearBy	24005400800
24005400800	NearBy	24005401000
24005401000	NearBy	24005400800
24005400800	NearBy	24005401101
24005401101	NearBy	24005400800
24005400800	NearBy	24005401301
24005401301	NearBy	24005400800
24005400800	NearBy	24005401503
24005401503	NearBy	24005400800
24005400800	NearBy	24005401504
24005401504	NearBy	24005400800
24005400800	NearBy	24005401505
24005401505	NearBy	24005400800
24005400800	NearBy	24005492500
24005492500	NearBy	24005400800
